year,geography1,geography2,diagnosis_groupings,measure,dataset,value,covid_period
2020,Health board of treatment,NHS Fife,Disorders of adult personality and behaviour,Number of patients,Psychiatric,60,COVID-19
2020,Health board of treatment,NHS Fife,Disorders of adult personality and behaviour,"Crude rate of patients (per 100,000 population)",Psychiatric,16.18,COVID-19
2020,Health board of treatment,NHS Fife,Mental & behavioural disorders due to psychoactive substance use,Number of patients,Total,415,COVID-19
2020,Health board of treatment,NHS Fife,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of patients (per 100,000 population)",Total,111.91,COVID-19
2020,Health board of treatment,NHS Fife,Mental & behavioural disorders due to psychoactive substance use,Number of patients,Non-psychiatric,355,COVID-19
2020,Health board of treatment,NHS Fife,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of patients (per 100,000 population)",Non-psychiatric,95.73,COVID-19
2020,Health board of treatment,NHS Fife,Mental & behavioural disorders due to psychoactive substance use,Number of patients,Psychiatric,75,COVID-19
2020,Health board of treatment,NHS Fife,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of patients (per 100,000 population)",Psychiatric,20.23,COVID-19
2020,Health board of treatment,NHS Fife,Mood (affective) disorders,Number of patients,Total,180,COVID-19
2020,Health board of treatment,NHS Fife,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Total,48.54,COVID-19
2020,Health board of treatment,NHS Fife,Mood (affective) disorders,Number of patients,Non-psychiatric,25,COVID-19
2020,Health board of treatment,NHS Fife,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Non-psychiatric,6.74,COVID-19
2020,Health board of treatment,NHS Fife,Mood (affective) disorders,Number of patients,Psychiatric,155,COVID-19
2020,Health board of treatment,NHS Fife,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Psychiatric,41.8,COVID-19
2020,Health board of treatment,NHS Fife,"Neurotic, stress-related, & somatoform disorders",Number of patients,Total,150,COVID-19
2020,Health board of treatment,NHS Fife,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Total,40.45,COVID-19
2020,Health board of treatment,NHS Fife,"Neurotic, stress-related, & somatoform disorders",Number of patients,Non-psychiatric,70,COVID-19
2020,Health board of treatment,NHS Fife,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,18.88,COVID-19
2020,Health board of treatment,NHS Fife,"Neurotic, stress-related, & somatoform disorders",Number of patients,Psychiatric,80,COVID-19
2020,Health board of treatment,NHS Fife,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Psychiatric,21.57,COVID-19
2020,Health board of treatment,NHS Fife,"Organic, including symptomatic, mental disorders",Number of patients,Total,560,COVID-19
2020,Health board of treatment,NHS Fife,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Total,151.02,COVID-19
2020,Health board of treatment,NHS Fife,"Organic, including symptomatic, mental disorders",Number of patients,Non-psychiatric,440,COVID-19
2020,Health board of treatment,NHS Fife,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,118.66,COVID-19
2020,Health board of treatment,NHS Fife,"Organic, including symptomatic, mental disorders",Number of patients,Psychiatric,130,COVID-19
2020,Health board of treatment,NHS Fife,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Psychiatric,35.06,COVID-19
2020,Health board of treatment,NHS Fife,Other selected diagnoses principally affecting children & young people,Number of patients,Total,30,COVID-19
2020,Health board of treatment,NHS Fife,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Total,8.09,COVID-19
2020,Health board of treatment,NHS Fife,Other selected diagnoses principally affecting children & young people,Number of patients,Non-psychiatric,15,COVID-19
2020,Health board of treatment,NHS Fife,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Non-psychiatric,4.05,COVID-19
2020,Health board of treatment,NHS Fife,Other selected diagnoses principally affecting children & young people,Number of patients,Psychiatric,15,COVID-19
2020,Health board of treatment,NHS Fife,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Psychiatric,4.05,COVID-19
2020,Health board of treatment,NHS Fife,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Total,170,COVID-19
2020,Health board of treatment,NHS Fife,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Total,45.84,COVID-19
2020,Health board of treatment,NHS Fife,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Non-psychiatric,20,COVID-19
2020,Health board of treatment,NHS Fife,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,5.39,COVID-19
2020,Health board of treatment,NHS Fife,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Psychiatric,155,COVID-19
2020,Health board of treatment,NHS Fife,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Psychiatric,41.8,COVID-19
2020,Health board of treatment,NHS Forth Valley,Disorders of adult personality and behaviour,Number of patients,Total,50,COVID-19
2020,Health board of treatment,NHS Forth Valley,Disorders of adult personality and behaviour,"Crude rate of patients (per 100,000 population)",Total,16.52,COVID-19
2020,Health board of treatment,NHS Forth Valley,Disorders of adult personality and behaviour,Number of patients,Non-psychiatric,5,COVID-19
2020,Health board of treatment,NHS Forth Valley,Disorders of adult personality and behaviour,"Crude rate of patients (per 100,000 population)",Non-psychiatric,1.65,COVID-19
2020,Health board of treatment,NHS Forth Valley,Disorders of adult personality and behaviour,Number of patients,Psychiatric,45,COVID-19
2020,Health board of treatment,NHS Forth Valley,Disorders of adult personality and behaviour,"Crude rate of patients (per 100,000 population)",Psychiatric,14.87,COVID-19
2020,Health board of treatment,NHS Forth Valley,Mental & behavioural disorders due to psychoactive substance use,Number of patients,Total,375,COVID-19
2020,Health board of treatment,NHS Forth Valley,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of patients (per 100,000 population)",Total,123.89,COVID-19
2020,Health board of treatment,NHS Forth Valley,Mental & behavioural disorders due to psychoactive substance use,Number of patients,Non-psychiatric,270,COVID-19
2020,Health board of treatment,NHS Forth Valley,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of patients (per 100,000 population)",Non-psychiatric,89.2,COVID-19
2020,Health board of treatment,NHS Forth Valley,Mental & behavioural disorders due to psychoactive substance use,Number of patients,Psychiatric,120,COVID-19
2020,Health board of treatment,NHS Forth Valley,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of patients (per 100,000 population)",Psychiatric,39.64,COVID-19
2020,Health board of treatment,NHS Forth Valley,Mood (affective) disorders,Number of patients,Total,115,COVID-19
2020,Health board of treatment,NHS Forth Valley,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Total,37.99,COVID-19
2020,Health board of treatment,NHS Forth Valley,Mood (affective) disorders,Number of patients,Non-psychiatric,15,COVID-19
2020,Health board of treatment,NHS Forth Valley,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Non-psychiatric,4.96,COVID-19
2020,Health board of treatment,NHS Forth Valley,Mood (affective) disorders,Number of patients,Psychiatric,110,COVID-19
2020,Health board of treatment,NHS Forth Valley,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Psychiatric,36.34,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Neurotic, stress-related, & somatoform disorders",Number of patients,Total,100,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Total,33.04,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Neurotic, stress-related, & somatoform disorders",Number of patients,Non-psychiatric,75,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,24.78,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Neurotic, stress-related, & somatoform disorders",Number of patients,Psychiatric,30,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Psychiatric,9.91,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Organic, including symptomatic, mental disorders",Number of patients,Total,380,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Total,125.54,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Organic, including symptomatic, mental disorders",Number of patients,Non-psychiatric,280,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,92.5,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Organic, including symptomatic, mental disorders",Number of patients,Psychiatric,120,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Psychiatric,39.64,COVID-19
2020,Health board of treatment,NHS Forth Valley,Other selected diagnoses principally affecting children & young people,Number of patients,Total,35,COVID-19
2020,Health board of treatment,NHS Forth Valley,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Total,11.56,COVID-19
2020,Health board of treatment,NHS Forth Valley,Other selected diagnoses principally affecting children & young people,Number of patients,Non-psychiatric,25,COVID-19
2020,Health board of treatment,NHS Forth Valley,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Non-psychiatric,8.26,COVID-19
2020,Health board of treatment,NHS Forth Valley,Other selected diagnoses principally affecting children & young people,Number of patients,Psychiatric,5,COVID-19
2020,Health board of treatment,NHS Forth Valley,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Psychiatric,1.65,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Total,165,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Total,54.51,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Non-psychiatric,15,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,4.96,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Psychiatric,155,COVID-19
2020,Health board of treatment,NHS Forth Valley,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Psychiatric,51.21,COVID-19
